RA,DEC,z
221.3051,36.4568,0.0
221.0376,58.8895,0.0
221.8086,9.7749,0.0
221.7008,31.858,0.0
220.9709,63.6894,0.0
221.9214,13.3586,0.0
221.9915,14.7921,0.0
222.0829,23.9425,0.1189
222.0689,27.4425,0.0
220.7902,74.8227,0.0
221.5785,69.1582,0.0
222.5935,20.9608,0.1169
223.0513,-24.488,0.0
222.6915,14.5944,0.0
222.751,31.2781,0.1687
222.8866,22.6618,0.1152
223.3513,-24.3703,0.0
222.8034,30.7282,0.0
223.1833,16.7461,0.0441
223.0899,27.9458,0.1231
223.3207,5.9298,0.0
223.2889,21.9131,0.1182
223.22,32.363,0.0
223.3682,20.78,0.116
223.5963,5.6974,0.0
223.4387,28.0803,0.1269
223.6259,18.6309,0.0586
223.3983,45.197,0.0
223.9842,1.8486,0.0
224.06,-5.8345,0.0
223.2099,58.0466,0.0
224.3511,-23.917,0.0
223.9701,20.0654,0.2499
224.2353,1.4995,0.0
223.5237,54.3142,0.1032
223.6466,54.4647,0.0
224.2593,22.7497,0.1122
223.258,68.3637,0.0
224.6716,19.4511,0.2172
224.6498,24.9344,0.064
224.6875,27.8179,0.1257
224.8955,19.6685,0.1164
224.7128,38.0014,0.0
225.0066,23.1356,0.181
225.0636,21.3691,0.153
221.8772,81.1437,0.0
224.9584,49.7524,0.0
225.4568,16.5204,0.1511
224.6942,60.5017,0.0
225.8974,-16.0283,0.0
224.8994,55.9856,0.0
225.6761,11.2045,0.0
225.6305,23.1711,0.0
225.3016,47.2702,0.0
225.7384,27.1881,0.0
225.9377,7.922,0.0578
225.8808,23.0219,0.0994
226.0822,28.4227,0.0564
226.4554,2.8571,0.0
226.3737,47.1239,0.0
226.6768,34.4581,0.0
227.1414,-0.2738,0.0
226.8281,42.7588,0.0
227.3884,7.5271,0.0772
227.7447,5.7617,0.0767
227.8157,-0.0881,0.0
227.9811,-11.1876,0.0
225.1675,77.8043,0.0
227.8675,6.3621,0.0
227.5547,33.5279,0.0
228.0372,-6.054,0.0
227.8733,18.0623,0.1163
226.31,72.2077,0.0
228.0592,15.2296,0.0
228.1547,9.7965,0.0
228.1884,7.43,0.0456
226.7389,68.8757,0.0
227.8378,36.5456,0.0
228.1795,16.43,0.0
228.2126,14.3134,0.0
228.5504,-2.7521,0.0
228.1714,34.8468,0.0
225.8308,78.1233,0.0
228.8244,4.3822,0.0945
228.6862,31.782,0.0
229.09,0.0999,0.1183
229.1939,-0.9498,0.0
229.1896,7.0003,0.0348
229.3179,-0.6827,0.1127
228.6445,54.7822,0.0
229.6924,6.2021,0.053
229.8014,28.2694,0.0763
230.2555,-10.6626,0.0
228.4518,71.8488,0.0
230.0732,28.8371,0.0
230.5865,-12.1614,0.0
230.3138,30.6546,0.0768
230.3314,32.088,0.0
230.7578,8.6394,0.0337
230.2476,48.638,0.1076
230.6776,27.7226,0.0721
230.9865,1.0402,0.0
230.8116,30.9065,0.0732
229.4558,71.4858,0.0
230.9914,29.8905,0.116
231.0628,35.2408,0.0
231.1773,37.0079,0.0
231.469,18.2089,0.0
231.423,28.4088,0.0
230.6779,63.7566,0.0
229.9178,74.0043,0.0
231.5293,44.126,0.0
231.0321,62.0412,0.0
232.4661,-13.0043,0.0
232.0197,28.8777,0.0662
231.8954,41.7274,0.0
232.6332,-10.987,0.0
232.6771,3.4467,0.0
232.3596,30.7457,0.1143
232.5343,35.2964,0.342
232.9118,7.3643,0.0
231.0307,72.3751,0.0
231.1856,71.5923,0.0
232.7621,38.864,0.0
233.1722,28.0155,0.0743
232.4325,61.5632,0.0
233.5751,10.2335,0.0
233.3308,31.1495,0.0669
233.5717,37.0338,0.0
234.1484,-2.031,0.0
233.699,40.5177,0.0
233.8443,37.3349,0.0
233.8549,39.5849,0.0
232.77,69.5149,0.0
233.9005,43.7352,0.0
234.0919,37.6359,0.1533
234.5162,12.2872,0.0
233.0959,70.1662,0.0
234.974,-2.1611,0.0
235.0285,-3.2942,0.0
232.7587,74.0819,0.0
234.7393,33.6717,0.0
234.9496,21.7724,0.0421
235.017,17.8893,0.0919
235.1664,6.0231,0.0
234.9304,30.7057,0.0978
234.9097,34.4057,0.229
234.9733,36.2893,0.0
235.3967,4.674,0.0
235.1026,43.0233,0.0
233.9678,70.0529,0.0
235.5529,42.8251,0.0
235.5708,43.7585,0.0
235.6352,41.8087,0.0
236.2518,9.5108,0.0
235.9822,34.4933,0.0
234.7705,69.7894,0.0
236.122,36.1272,0.0
236.7737,-8.1706,0.0
236.2472,36.0611,0.0654
235.243,66.3078,0.2465
236.6773,25.9794,0.0
234.4327,76.2554,0.0
237.2279,-3.052,0.0
237.1054,20.0477,0.0
236.9676,36.564,0.0
237.1454,36.0647,0.0
235.8726,70.2105,0.0
237.4684,36.2827,0.0
236.1409,71.0117,0.0
238.2527,50.5695,0.0
238.3217,51.1198,0.0
238.1694,62.0362,0.0
239.156,33.7563,0.0
238.3471,65.387,0.0
239.144,48.6565,0.0
239.445,35.4575,0.0
239.5672,27.2246,0.0899
239.5074,37.3912,0.0
238.1445,70.5199,0.0
240.0824,33.2602,0.0
239.0195,66.3399,0.0
240.5716,15.8954,0.0356
240.8249,25.4632,0.0442
240.4087,53.8786,0.0
239.3513,71.3916,0.0
241.3125,17.7485,0.0371
241.3435,16.4486,0.0374
241.7041,14.0835,0.0
240.617,65.0965,0.0
241.8262,25.0008,0.0
240.1621,73.1952,0.0
241.8694,47.8513,0.0
242.0613,43.0021,0.1349
242.89,16.9719,0.0
242.873,29.9387,0.0
241.3568,71.5168,0.0
243.125,29.5398,0.032
243.8922,-6.124,0.1698
242.6049,60.4048,0.0
243.5405,26.6749,0.1286
243.0478,55.9733,0.0
243.5679,38.4252,0.0
243.2712,54.1575,0.0
243.5276,49.1252,0.0
244.2084,23.1777,0.0
242.6172,71.6556,0.0
244.1869,42.3946,0.1387
245.076,8.898,0.0
244.0619,61.0779,0.0
245.0954,29.915,0.0978
243.3723,71.4255,0.0
245.2437,25.749,0.0769
245.3745,24.6495,0.0928
245.06,42.4151,0.136
245.0386,47.6651,0.0
242.6433,77.4898,0.0
245.7753,14.4178,0.0
245.382,42.7165,0.1365
245.2621,50.1995,0.055
244.2017,70.5957,0.0
246.2521,28.5368,0.0
246.0675,41.2528,0.1825
246.2955,33.7371,0.0
244.7174,72.4315,0.0
246.4968,43.6881,0.0
246.9165,25.8731,0.0
246.655,42.6722,0.1868
247.0383,21.7735,0.0
246.2454,57.1707,0.0
246.6513,48.5389,0.0
246.8393,41.4896,0.1332
247.0436,40.9072,0.0303
247.0197,43.8238,0.0798
247.154,39.5243,0.0303
247.3531,28.175,0.0
246.7439,55.4562,0.0
247.3219,48.8253,0.0
245.7135,73.3527,0.0
248.1903,5.5785,0.1523
248.1315,12.8783,0.0
247.7476,43.3271,0.0
246.9295,65.4241,0.0
247.3957,58.5092,0.0
246.0988,73.5711,0.0
248.6907,5.4808,0.1465
248.516,40.9305,0.1355
248.3651,49.2633,0.0
249.1373,41.2833,0.1597
249.4378,37.9013,0.0
249.5254,48.0519,0.0
248.6332,67.6653,0.0
250.177,27.9045,0.0
248.9749,66.2167,0.171
250.088,46.6877,0.0
249.9089,53.7538,0.1106
250.2691,43.2551,0.0
250.2731,42.7885,0.0
250.6294,27.4232,0.0
250.8533,13.3407,0.1504
249.9313,55.7539,0.0
249.5981,67.0529,0.0
250.7628,51.2743,0.0
251.9383,29.9293,0.0
250.7098,65.6246,0.0
251.7907,48.5956,0.0
251.6163,56.495,0.0
251.8728,61.7464,0.0
253.1158,43.1683,0.0
252.6899,56.4333,0.0
253.7413,40.0211,0.1511
252.5962,71.4671,0.0
253.8302,55.2386,0.0
254.412,37.2242,0.0
253.7971,58.9052,0.0
253.5187,66.7377,0.138
254.9192,32.5432,0.0635
254.3907,54.4245,0.0
255.4516,35.0624,0.0
255.6834,34.0468,0.097
255.687,33.5301,0.0
255.183,64.212,0.225
251.8421,81.566,0.0392
254.4485,77.01,0.0663
257.4293,34.455,0.0809
257.69,39.6897,0.0654
258.1398,24.8082,0.0
258.4725,49.3936,0.1147
258.7722,38.6615,0.0
259.4176,19.7143,0.0
258.1293,64.0926,0.08
255.9313,78.7174,0.0601
259.4908,32.5815,0.1054
259.7214,31.7159,0.0
260.0471,27.6507,0.0
258.3686,72.1277,0.0
260.6181,32.1535,0.0
260.8198,23.7544,0.0
260.8011,26.9376,0.1051
260.9372,29.1883,0.0
257.8417,77.4261,0.0
261.1681,32.1062,0.1671
260.7443,61.0216,0.0
261.6922,55.3426,0.0
261.9468,49.1603,0.0
261.8195,55.1765,0.2377
259.323,78.0167,0.0568
263.2288,40.5996,0.0
263.4383,42.3839,0.0
260.9803,77.4245,0.0
263.9958,53.1869,0.0
263.7222,64.0361,0.0
263.0919,70.9003,0.0
265.0589,39.8917,0.0
265.8878,24.7455,0.0
265.7777,63.746,0.0
265.7547,64.646,0.0
265.6961,71.7963,0.0
266.1167,69.6481,0.183
268.0789,54.2734,0.0
268.5828,42.8255,0.0
268.3336,52.0746,0.0
265.0057,79.5779,0.0
268.2647,59.6912,0.0
268.4941,58.0756,0.0
267.6121,73.3225,0.0
269.2202,51.1455,0.0
269.31,53.8294,0.0
270.3266,57.6345,0.0
260.8178,85.88,0.0
269.9824,69.2168,0.0508
268.4916,77.6776,0.0
271.4869,42.373,0.0
271.7065,50.2242,0.0
272.2727,43.9435,0.0
271.1164,76.6734,0.0
273.6922,69.6515,0.0874
274.9866,57.1404,0.0
270.136,82.8879,0.0
274.8966,68.924,0.0
275.6954,71.3614,0.0
276.2799,74.7147,0.0
278.5159,61.1742,0.0
278.391,71.0244,0.0
280.5144,77.7023,0.0
281.8595,73.3079,0.0
282.4298,70.3769,0.0
283.4093,68.3647,0.0
282.5733,78.3955,0.0
282.8765,78.9972,0.0
285.2062,69.9566,0.0
283.8359,80.0353,0.0
287.0718,69.0652,0.211
286.3246,78.1464,0.0
290.1889,43.9619,0.0564
289.1297,70.9915,0.171
292.8335,73.4085,0.0
300.097,73.2066,0.0
299.2772,80.1877,0.0
306.0748,-20.3041,0.0
307.5442,-24.9151,0.0
307.5413,69.8695,0.0
306.7546,82.6019,0.0
312.0579,-17.8148,0.147
313.9266,-9.9914,0.0
314.4471,-22.0396,0.1138
314.5433,-7.7559,0.0
314.8766,-16.9381,0.0
315.21,-19.2369,0.0
316.0579,-25.2507,0.0
316.5182,-21.7825,0.0
316.8154,-21.1648,0.0
319.3662,-22.3398,0.0
320.2541,-26.1204,0.0
320.2866,-21.4536,0.1128
320.3067,-12.7868,0.0
320.4177,-23.1865,0.0
320.4811,-12.6529,0.0
320.6078,-5.3858,0.0
321.4075,-20.7834,0.1447
321.7784,-12.1323,0.0
321.9811,-13.0317,0.0
322.3861,-22.2138,0.1196
322.4245,-11.047,0.0
322.8544,3.9377,0.0
323.0085,-5.8952,0.0
323.6057,-13.3935,0.0
323.6133,-15.8268,0.0
323.5957,-1.5935,0.0
323.9601,-14.9092,0.0
323.837,1.3905,0.1244
323.9407,0.1242,0.1161
324.1617,-23.242,0.0
324.2627,-15.875,0.0
324.0237,14.4411,0.0
324.2852,-15.0582,0.0
324.7824,-14.3235,0.0
325.1819,-14.2724,0.0
325.2645,-8.3221,0.0
325.5,-20.3048,0.0
325.7446,-18.6875,0.0
325.7101,-6.8709,0.0542
325.7135,-8.0875,0.0
326.0231,-19.9701,0.0
326.143,-18.3364,0.0
326.2213,-19.4695,0.0
326.2862,-24.2027,0.0
326.3227,-19.9692,0.0
326.1631,1.0637,0.0
326.3113,-7.4192,0.0
326.4949,-19.1354,0.0
326.4668,-9.4355,0.0
326.4935,-10.0354,0.0808
326.822,-19.9845,0.0
326.864,0.749,0.0
327.6035,-4.7158,0.0
327.7351,2.2846,0.0
328.0078,-15.6481,0.0648
328.0488,-21.198,0.0
328.0689,-19.5479,0.2384
328.2805,-23.5307,0.0
327.9462,25.1352,0.0
324.666,83.1113,0.0
328.3947,8.2363,0.0615
328.5262,-3.9634,0.0
328.3942,17.6697,0.0
328.6559,-15.2464,0.0
328.5894,0.6201,0.0
328.6996,-3.3463,0.0
328.9167,-19.2291,0.0
328.8186,8.7541,0.0
328.9089,12.4876,0.0
329.0377,1.3379,0.224
329.0245,6.5213,0.0
329.3856,-7.7945,0.0587
329.4448,-11.3777,0.0881
329.718,-20.0937,0.0
329.6655,-9.7605,0.0
329.7376,-18.1937,0.0
329.8523,-14.4101,0.0
329.8864,-17.8266,0.0
330.2381,11.3076,0.0
330.2729,7.391,0.0
330.326,6.1745,0.0
330.2377,20.9576,0.0
330.5152,-9.8918,0.0806
330.6367,-8.5248,0.0
331.0446,-21.4405,0.0735
331.0388,11.3095,0.0
331.17,8.8098,0.0
331.3542,-5.5898,0.0597
331.2549,-25.2234,0.0
331.8264,-24.422,0.0
332.2556,-26.1877,0.0
332.3241,17.7959,0.0
332.594,-12.1869,0.0838
332.6654,-10.6867,0.0
332.6516,6.3466,0.0
332.678,5.7633,0.0
333.2116,13.0645,0.0
333.4029,5.9483,0.0
333.6139,-10.368,0.0
333.8709,-23.8508,0.0
334.0613,-9.3503,0.0
334.2715,9.0668,0.0
334.5608,-9.2826,0.0
334.4969,8.934,0.0
334.5001,7.4506,0.0
334.6109,14.0175,0.0
334.8214,-14.2154,0.0
334.7467,9.1178,0.0
335.1218,-2.7981,0.0
335.2136,13.0855,0.0
335.4736,-15.5807,0.0
335.6399,0.553,0.0
335.9692,-1.5964,0.0904
336.4224,-3.2788,0.0
336.454,-6.5787,0.0
336.531,17.3381,0.108
336.89,-23.8446,0.324
336.6871,25.8217,0.0
337.4258,-5.1935,0.0
337.6333,4.0735,0.0
337.9317,-8.4426,0.081
338.088,14.8911,0.0
338.2576,-9.042,0.0
338.3097,3.4081,0.0
338.432,-8.7917,0.0
338.3349,16.5915,0.0
338.5555,5.7919,0.0
338.716,-13.6911,0.0
338.7689,-15.2911,0.0
338.9383,1.4759,0.0597
338.9069,18.5259,0.0
339.1442,-15.6571,0.0736
339.4088,17.9267,0.0
339.7038,-21.0894,0.0
339.7715,-17.356,0.0698
339.6846,3.7106,0.0
339.7977,-3.9559,0.0
339.8757,-5.7391,0.0
340.1277,-20.9054,0.0
340.0307,6.0611,0.0
340.1271,8.2113,0.0
340.1201,12.2613,0.0656
340.1362,17.2446,0.0
340.4539,7.2618,0.1078
340.4611,17.5285,0.0
340.6136,-13.5379,0.0
340.7503,-20.2043,0.0
340.6537,7.4622,0.0
340.7681,13.779,0.0
340.9943,-17.1206,0.0
341.1452,-17.7037,0.0
341.2628,17.1965,0.0
341.5196,-17.6864,0.0
341.7013,-21.6528,0.0
341.7706,-3.0194,0.0
341.8332,4.9807,0.0
342.0638,1.3977,0.0
342.1411,-16.1188,0.0
342.1892,17.1646,0.0
342.3489,-20.9518,0.0
342.3784,-23.5518,0.0
342.2991,-5.4186,0.0
342.3216,-3.7852,0.0
342.3616,18.8815,0.0
342.6205,-19.2514,0.0
342.6822,-26.0347,0.0
342.5658,16.5151,0.0
342.5996,10.8985,0.0
342.7407,-16.4013,0.1233
342.7963,-19.9178,0.0
342.9947,14.3324,0.0
343.2807,-25.9671,0.0
343.4545,-25.4669,0.0
343.4936,15.4665,0.0
343.7645,-16.5498,0.0
343.696,29.4668,0.0
344.0367,-14.9161,0.0
344.1166,-0.5326,0.0
344.1475,13.3341,0.0331
344.1834,5.5008,0.0
344.3211,14.4843,0.0
344.4713,-21.7322,0.2306
344.5653,0.4346,0.0
344.7259,-7.6152,0.0
344.9027,10.1017,0.0
344.8544,26.2517,0.0
345.0723,-23.198,0.0
344.9215,31.0517,0.0
344.9913,18.5185,0.0
345.0521,10.6352,0.0
345.1985,-24.1645,0.1351
345.2354,-15.0812,0.0
345.1728,14.0021,0.0
345.5695,-21.9807,0.1359
345.473,14.0524,0.0
345.8873,-17.1637,0.0
345.7936,17.7362,0.0
345.9038,-10.5803,0.0
346.0216,-24.0302,0.0
346.2978,-25.3132,0.0
346.4171,-21.3964,0.0955
346.5814,-13.2462,0.0
346.5172,19.6037,0.0
346.7419,-21.6794,0.1741
346.6552,28.5038,0.0
346.8086,-15.2126,0.0
346.8929,-22.6625,0.1976
346.6847,40.6539,0.0
346.9425,-22.4291,0.1971
347.0683,-2.179,0.0
347.1638,-19.8789,0.0817
347.1908,-21.4788,0.1735
347.3663,-22.162,0.1297
347.517,-22.9618,0.1018
347.519,-24.4952,0.1603
347.5073,-14.9118,0.0
347.5776,-10.8118,0.0
347.535,5.3882,0.0
347.6913,-22.6616,0.1119
347.7144,-21.1283,0.1492
347.8383,-20.4281,0.1101
347.8296,-12.8115,0.0
347.8898,-21.7448,0.1543
347.8325,7.8718,0.0
347.8621,3.5885,0.0
348.0933,-24.9445,0.0
348.1141,-21.4779,0.106
348.1898,-22.2111,0.1385
348.2639,-21.6277,0.0865
348.2586,-16.9777,0.0
348.2052,10.3055,0.0
348.28,-13.6944,0.0796
348.3075,-15.9777,0.0
348.4007,14.7391,0.0
348.4044,32.4224,0.0
348.6052,-14.2774,0.0
348.7018,14.0894,0.0
348.962,-21.1104,0.1271
348.9862,-20.377,0.0821
349.0717,-6.1436,0.0
349.2377,-22.1934,0.1398
349.4778,-12.8599,0.0
349.539,1.9735,0.0
349.6429,-2.2597,0.0
349.5983,18.7402,0.0395
349.818,-2.4429,0.0
349.8135,2.5737,0.0
349.9612,-22.0761,0.0
349.9866,-22.5094,0.0
350.1866,-22.9592,0.0
350.1947,-4.5259,0.0
350.285,-21.5592,0.0
350.4114,-23.2257,0.0
350.4554,-16.959,0.0
350.4384,2.9409,0.0
350.5584,-20.4256,0.0
350.5161,27.5576,0.1196
350.7138,-26.2421,0.0
350.8579,-20.4254,0.0
350.8847,-22.4087,0.0
350.9335,9.158,0.0
351.0022,16.8247,0.0421
351.0892,2.0915,0.0
351.0906,0.2915,0.0
351.0762,18.1414,0.0
351.1292,14.6415,0.0433
351.1345,8.0748,0.0
351.2323,-20.5251,0.0
351.2598,-23.4084,0.0
351.3252,-12.1083,0.0852
351.4181,27.825,0.0
351.6593,-23.7747,0.0
351.6831,-22.4081,0.0
351.6848,-24.4247,0.0
351.6745,21.3086,0.0
351.985,-25.3412,0.0
352.1323,-22.5244,0.0
352.2577,-23.3576,0.0
352.4057,-21.2075,0.0
352.4332,11.2924,0.0
352.6306,-21.6574,0.0
352.6341,-26.0907,0.0
352.6042,17.2759,0.0
352.6017,20.6259,0.0
352.7282,-18.6407,0.0
352.7992,-12.9406,0.0
353.2294,-21.5737,0.0
353.2557,-23.557,0.0
353.3124,5.6097,0.1832
353.3351,9.4763,0.0
353.4517,23.0097,0.0705
353.5025,21.9764,0.0
353.5368,6.9098,0.0
353.604,19.8931,0.0
353.7242,27.4265,0.0621
353.7627,5.6099,0.1784
353.9127,5.61,0.0
354.0795,20.5267,0.0609
354.1292,21.1601,0.0573
354.1776,23.9101,0.0
354.254,-24.1564,0.0
354.4279,-22.923,0.0
354.3826,15.8269,0.0675
354.4156,0.2936,0.0
354.4454,-9.223,0.186
354.5342,13.1936,0.0
354.5766,27.027,0.0312
354.6473,-13.3729,0.0
354.6954,-9.5562,0.0
354.7802,21.4604,0.0
355.121,-11.706,0.0825
355.1111,10.5106,0.0
355.1318,19.6606,0.0
355.2272,-24.8393,0.0
355.2205,-10.7727,0.0
355.2566,20.444,0.0
355.2907,0.094,0.0
355.3446,-9.0393,0.246
355.345,-10.006,0.193
355.3291,25.794,0.0
355.3969,-14.4726,0.0
355.3798,24.6773,0.0
355.4041,26.0607,0.0
355.4817,21.0607,0.0
355.8197,-10.3724,0.0
355.9354,14.2109,0.0
356.0684,-7.389,0.0
356.099,-21.8723,0.0
356.2172,-4.1056,0.0
356.2125,9.1444,0.0414
356.2451,-12.3056,0.185
356.2712,-15.4723,0.0
356.3252,-25.9722,0.0
356.669,-10.4221,0.0
357.3615,16.4113,0.0
357.4222,-24.7219,0.0
357.5416,-3.6219,0.0
357.6894,6.1114,0.0556
357.7343,27.1448,0.0265
357.9464,-26.0051,0.0
358.0379,14.0448,0.0
358.2151,3.1782,0.0
358.5423,-10.405,0.0745
358.765,5.4116,0.0
358.787,26.4449,0.0
358.8155,1.9283,0.0
358.8905,1.745,0.0
358.8893,11.4283,0.0726
358.94,6.045,0.0
358.9612,34.3616,0.0
358.9643,11.6616,0.0
358.8184,-20.455,0.0
359.118,-21.0383,0.0
359.3429,-24.3383,0.0
359.3674,-20.5549,0.0
359.3929,-25.5549,0.0
359.5414,-10.5216,0.0
359.6172,-24.4049,0.0
359.8416,-20.8049,0.1124
0.0148,32.1617,0.0
0.0403,15.8284,0.0
0.0411,-15.7382,0.0
0.0912,-25.1382,0.0
0.3407,-3.0882,0.0
0.5159,12.0451,0.0
0.5403,-19.5549,0.0
0.6409,8.4284,0.0958
0.6913,18.745,0.0
0.8407,0.8951,0.0
0.8404,-6.1049,0.0
0.8659,4.6284,0.0
0.9399,-15.2716,0.0
0.9658,2.0617,0.0978
1.0651,-9.5883,0.0
1.2183,31.395,0.0
1.3421,16.095,0.1144
1.3896,-11.8716,0.0
1.4923,15.795,0.0
1.5168,11.1283,0.0
1.5895,-10.405,0.0
1.6387,-16.9216,0.0
1.6645,-9.9716,0.0
1.6639,-15.3716,0.0
1.7439,25.095,0.0
1.7384,-18.0716,0.0
0.639,-47.1549,0.0
0.6368,-68.0548,0.0
0.6894,-34.6715,0.0
0.7147,-27.1716,0.0
0.8139,-35.9549,0.0498
0.9131,-41.9382,0.0
0.9893,-23.1216,0.0
1.2891,-18.0216,0.0
1.5366,-34.7216,0.114
1.7596,-40.9716,0.0
1.7594,-77.1383,0.0
1.8112,-31.855,0.0
1.8383,-17.7217,0.0
1.8367,-28.1216,0.0
1.8606,-82.0049,0.0
2.0009,-60.7883,0.0
2.3627,-16.7884,0.0
2.4831,-35.6884,0.114
2.5489,-56.9884,0.0312
2.5429,-64.4384,0.0
2.8073,-34.4385,0.0
2.8339,-28.8718,0.0
2.9342,-67.8051,0.0
3.0038,-42.2385,0.0
3.0105,-66.3385,0.0
3.149,-50.3219,0.0
3.1859,-18.7052,0.0
3.1631,-63.2052,0.0
3.431,-32.4719,0.0
3.4839,-23.6386,0.0
3.4994,-46.3553,0.0
3.5813,-30.3887,0.308
3.576,-42.622,0.0
3.5549,-66.072,0.0
3.7812,-29.3721,0.0
4.0097,-18.2055,0.0
4.0031,-34.9554,0.0
4.002,-37.1388,0.0
4.0545,-31.3888,0.0
4.0714,-46.3888,0.0
4.0689,-49.8555,0.0
4.2652,-52.8055,0.0
4.3767,-35.1889,0.0
4.4586,-19.3056,0.0
3.9414,-88.1722,0.0
4.597,-41.7723,0.0
4.6282,-30.6723,0.0
4.7924,-65.5557,0.0
4.8193,-64.5224,0.0
4.8606,-53.5391,0.1124
4.9951,-41.9558,0.0
5.1135,-49.2225,0.0641
5.3813,-20.756,0.0
5.6743,-32.0894,0.0
5.6951,-38.1228,0.0
6.0071,-17.0563,0.0
6.0425,-39.6396,0.0
6.0527,-65.9229,0.0
6.1417,-40.123,0.0
6.2431,-37.9897,0.0
6.2881,-43.4397,0.0
6.375,-65.6731,0.0
6.4376,-68.9398,0.0
6.5538,-50.4232,0.0
6.8026,-50.2566,0.0
7.1463,-30.2402,0.0
7.2456,-53.1069,0.0
7.3214,-29.3903,0.0
7.5278,-20.0738,0.0
7.568,-53.3904,0.0
7.6412,-34.4071,0.0
7.6954,-29.4405,0.0
7.7701,-62.6572,0.0
7.908,-41.3906,0.0
7.9868,-55.1907,0.0
8.046,-27.5074,0.0
8.3367,-69.2576,0.0
8.4433,-50.0743,0.0
8.5248,-21.5744,0.0
8.9674,-60.0247,0.0
8.8123,-82.5913,0.0
9.1398,-31.0248,0.0
9.2104,-51.8915,0.0
9.1749,-64.4749,0.0
9.2562,-62.6583,0.0
9.3916,-28.5417,0.1126
9.3798,-39.125,0.0
9.4947,-25.0918,0.0
9.6404,-29.0752,0.0
9.7374,-31.6086,0.0
9.8737,-19.9754,0.0
9.9149,-28.9088,0.0
9.8806,-52.1754,0.0
10.0449,-56.1589,0.0271
10.1576,-34.609,0.0
10.1332,-50.2423,0.0
10.3687,-43.8425,0.0
10.3767,-61.0925,0.0
10.5386,-28.5426,0.0
10.6263,-38.1594,0.0
10.8464,-20.6262,0.0
10.8377,-28.6262,0.0
11.3743,-16.8767,0.0
11.448,-18.0935,0.0
11.4167,-53.8434,0.0
11.4508,-50.1268,0.0
11.4562,-63.5935,0.0
11.9294,-56.7772,0.0
11.9731,-64.194,0.0
12.0703,-38.4607,0.0
12.0663,-40.8607,0.0
12.1432,-21.3441,0.0486
12.1317,-45.7608,0.0
12.4029,-62.4277,0.0
12.6685,-50.278,0.0
12.7907,-39.5281,0.0
12.8326,-28.5282,0.0
12.797,-48.5781,0.0
12.8276,-55.3782,0.0
13.0137,-23.595,0.0
13.1741,-55.6952,0.0
13.2144,-50.6119,0.0
13.2487,-46.8619,0.0
13.421,-47.6121,0.0
13.1695,-80.262,0.0
13.5383,-39.2456,0.0
13.5614,-50.979,0.0
13.6119,-39.829,0.0
13.7658,-48.9459,0.0
14.011,-24.1128,0.0
14.1557,-27.513,0.0
14.1519,-30.063,0.0
14.1867,-38.7963,0.0
14.2771,-29.6964,0.0
14.6682,-34.3302,0.0
14.6559,-40.7469,0.0
14.7638,-20.997,0.0
14.8267,-29.0471,0.0
14.999,-30.414,0.0
15.0317,-39.614,0.0
15.1074,-39.1475,0.0
15.2031,-50.5309,0.0
15.2959,-43.931,0.0
15.4073,-38.6645,0.0
15.5042,-39.948,0.0
15.5325,-55.7313,0.0
15.561,-67.5814,0.0
16.0275,-39.782,0.0268
16.0946,-51.5487,0.0
16.2924,-16.7323,0.0
16.2537,-48.4823,0.0
16.1848,-66.9322,0.0
16.534,-35.916,0.0
16.6158,-17.4994,0.0
16.5877,-33.9827,0.0
16.6001,-55.7328,0.0
16.8137,-44.0497,0.0
16.9299,-46.9165,0.025
16.9807,-36.7333,0.0
17.0399,-43.2167,0.0
17.1381,-43.7002,0.0
17.1716,-40.3502,0.0
17.061,-65.7001,0.0
17.2632,-57.2837,0.0
17.4554,-45.9006,0.0241
17.5184,-29.684,0.0
17.6546,-36.1842,0.0
17.718,-49.3343,0.0
17.8147,-17.0845,0.0
17.989,-60.6348,0.0
18.1027,-36.3515,0.0
18.2741,-37.6018,0.0
18.47,-38.9688,0.0
18.5153,-48.8855,0.0
18.6011,-36.2856,0.0
18.5816,-56.719,0.0
18.6907,-48.5025,0.0667
19.0061,-21.0363,0.0
19.1952,-37.8699,0.0
19.247,-37.07,0.0
19.2786,-50.87,0.0
19.4024,-22.6369,0.0
19.5187,-27.0037,0.0
19.5708,-37.1038,0.0317
19.5502,-56.6372,0.0
19.6755,-35.0707,0.0
19.9164,-64.6545,0.0
20.2455,-51.4883,0.0
20.3234,-43.8884,0.0
20.4297,-20.4219,0.0
20.4241,-55.7219,0.0
20.5862,-29.3055,0.0
20.7642,-46.0225,0.0
20.8903,-27.0727,0.0
21.0198,-24.8396,0.0
21.0005,-33.3562,0.0
21.0897,-37.3897,0.0
21.4738,-33.457,0.0
21.5116,-37.9738,0.0202
21.6939,-49.9908,0.0
21.9708,-34.0412,0.0
22.1294,-46.8915,0.0
22.2077,-29.0083,0.0
22.2562,-46.2584,0.0
22.424,-53.3088,0.0
22.5189,-48.9589,0.0
22.736,-27.0926,0.0
22.8665,-34.6095,0.0
23.0158,-24.7265,0.0
23.0791,-29.5933,0.0
23.0753,-31.0933,0.0
23.31,-26.9437,0.0
23.3552,-45.2105,0.0
23.4832,-27.5274,0.0
23.6582,-27.361,0.0
23.7826,-27.4946,0.0
24.1308,-27.8953,0.0
24.237,-34.7122,0.0
24.7711,-30.9466,0.0
25.0504,-29.0805,0.0
